,File,Mask,TS_Data,date,extent,obs
52,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348.cf_cvg.tif,1,8/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
53,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348//SVDNB_npp_20120801-20120831_75N060W_vcmcfg_v10_c201602121348.cf_cvg.tif,0,8/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
54,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223.cf_cvg.tif,1,1/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
55,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223//SVDNB_npp_20170101-20170131_75N060W_vcmcfg_v10_c201702241223.cf_cvg.tif,0,1/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
56,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052.cf_cvg.tif,1,2/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
57,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052//SVDNB_npp_20140201-20140228_75N060W_vcmcfg_v10_c201507201052.cf_cvg.tif,0,2/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
58,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247.cf_cvg.tif,1,2/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
59,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247//SVDNB_npp_20130201-20130228_75N060W_vcmcfg_v10_c201605131247.cf_cvg.tif,0,2/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
60,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300.cf_cvg.tif,1,4/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
61,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300//SVDNB_npp_20170401-20170430_75N060W_vcmcfg_v10_c201705011300.cf_cvg.tif,0,4/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
62,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107.cf_cvg.tif,1,8/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
63,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107//SVDNB_npp_20160801-20160831_75N060W_vcmcfg_v10_c201610041107.cf_cvg.tif,0,8/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
64,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125.cf_cvg.tif,1,12/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
65,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125//SVDNB_npp_20141201-20141231_75N060W_vcmcfg_v10_c201502231125.cf_cvg.tif,0,12/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
66,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455.cf_cvg.tif,1,11/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
67,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455//SVDNB_npp_20141101-20141130_75N060W_vcmcfg_v10_c201502231455.cf_cvg.tif,0,11/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
68,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839.cf_cvg.tif,1,7/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
69,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839//SVDNB_npp_20150701-20150731_75N060W_vcmcfg_v10_c201509151839.cf_cvg.tif,0,7/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
70,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032.cf_cvg.tif,1,1/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
71,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032//SVDNB_npp_20160101-20160131_75N060W_vcmcfg_v10_c201603132032.cf_cvg.tif,0,1/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
72,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310.cf_cvg.tif,1,7/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
73,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310//SVDNB_npp_20160701-20160731_75N060W_vcmcfg_v10_c201609121310.cf_cvg.tif,0,7/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
74,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845.cf_cvg.tif,1,11/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
75,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845//SVDNB_npp_20121101-20121130_75N060W_vcmcfg_v10_c201601270845.cf_cvg.tif,0,11/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
76,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400.cf_cvg.tif,1,9/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
77,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400//SVDNB_npp_20140901-20140930_75N060W_vcmcfg_v10_c201502251400.cf_cvg.tif,0,9/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
78,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325.cf_cvg.tif,1,5/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
79,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325//SVDNB_npp_20150501-20150531_75N060W_vcmcfg_v10_c201506161325.cf_cvg.tif,0,5/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
80,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529.cf_cvg.tif,1,1/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
81,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529//SVDNB_npp_20130101-20130131_75N060W_vcmcfg_v10_c201605121529.cf_cvg.tif,0,1/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
82,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456.cf_cvg.tif,1,4/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
83,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456//SVDNB_npp_20120401-20120430_75N060W_vcmcfg_v10_c201605121456.cf_cvg.tif,0,4/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
84,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957.cf_cvg.tif,1,4/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
85,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957//SVDNB_npp_20160401-20160430_75N060W_vcmcfg_v10_c201606140957.cf_cvg.tif,0,4/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
86,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156.cf_cvg.tif,1,6/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
87,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156//SVDNB_npp_20140601-20140630_75N060W_vcmcfg_v10_c201502121156.cf_cvg.tif,0,6/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
88,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916.cf_cvg.tif,1,3/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
89,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916//SVDNB_npp_20150301-20150331_75N060W_vcmcfg_v10_c201505191916.cf_cvg.tif,0,3/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
90,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851.cf_cvg.tif,1,3/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
91,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851//SVDNB_npp_20170301-20170331_75N060W_vcmcfg_v10_c201705020851.cf_cvg.tif,0,3/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
92,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325.cf_cvg.tif,1,9/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
93,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325//SVDNB_npp_20130901-20130930_75N060W_vcmcfg_v10_c201605131325.cf_cvg.tif,0,9/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
94,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430.cf_cvg.tif,1,5/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
95,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430//SVDNB_npp_20160501-20160531_75N060W_vcmcfg_v10_c201606281430.cf_cvg.tif,0,5/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
96,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707.cf_cvg.tif,1,4/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
97,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707//SVDNB_npp_20150401-20150430_75N060W_vcmcfg_v10_c201506011707.cf_cvg.tif,0,4/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
98,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953.cf_cvg.tif,1,9/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
99,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953//SVDNB_npp_20120901-20120930_75N060W_vcmcfg_v10_c201602090953.cf_cvg.tif,0,9/1/12,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
100,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305.cf_cvg.tif,1,7/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
101,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305//SVDNB_npp_20130701-20130731_75N060W_vcmcfg_v10_c201605131305.cf_cvg.tif,0,7/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
102,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613.cf_cvg.tif,1,4/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
103,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613//SVDNB_npp_20140401-20140430_75N060W_vcmcfg_v10_c201507201613.cf_cvg.tif,0,4/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
